Strain (mm/mm)	Stress (MPa)
0.1506115	458.2414268
0.1506115	458.4020746
0.1507115	458.775081
0.1508115	458.804039
0.1508115	458.3731166
0.1509115	458.6578701
0.1510115	458.9281446
0.1510115	458.306927
0.1511115	458.4462011
0.1511115	458.4317221
0.1512115	458.1393844
0.1513115	458.0738842
0.1513115	458.292448
0.1514115	458.4972223
0.1514115	458.2414268
0.1515115	458.4972223
0.1516115	458.5489329
0.1516115	458.4827433
0.1517115	458.3951799
0.1518115	458.4317221
0.1519115	458.7530178
0.1520115	458.5709962
0.1520115	458.6944123
0.1521115	458.775081
0.1522115	458.5923699
0.1523115	458.4317221
0.1523115	458.4972223
0.1524115	458.4758485
0.1524115	458.3365744
0.1525115	458.3951799
0.1526115	458.4317221
0.1527115	458.6144331
0.1527115	458.4827433
0.1528115	458.3951799
0.1528115	458.5999541
0.1530115	458.5337645
0.1530115	458.5413487
0.1532115	458.5123907
0.1532115	458.6144331
0.1533115	458.3655324
0.1533115	458.4241378
0.1533115	458.5778909
0.1534115	458.5854752
0.1535115	458.4096588
0.1535115	458.2269478
0.1536115	458.5413487
0.1537115	458.1469686
0.1538115	458.2855532
0.1538115	458.1104264
0.1539115	458.4172431
0.1539115	458.0594052
0.1540115	458.4241378
0.1540115	458.3655324
0.1541115	458.1249054
0.1542115	458.3365744
0.1543115	458.3365744
0.1543115	458.4241378
0.1544115	458.2483215
0.1544115	458.3289902
0.1545115	458.3220954
0.1546115	458.0738842
0.1546115	457.9566733
0.1547115	458.0076945
0.1548115	458.0814684
0.1548115	458.0442367
0.1549115	458.0814684
0.1550115	458.0442367
0.1550115	458.0883632
0.1551115	458.3220954
0.1552115	457.9787365
0.1553115	458.2338425
0.1553115	458.2117793
0.1554115	458.3655324
0.1555115	458.1180106
0.1556115	458.277969
0.1556115	458.1897161
0.1557115	458.1614476
0.1558115	458.3510534
0.1559115	458.0297577
0.1559115	457.9863208
0.1560115	457.9863208
0.1560115	458.1393844
0.1561115	458.0152787
0.1561115	458.0959474
0.1562115	458.3365744
0.1563115	458.2414268
0.1564115	458.1249054
0.1564115	458.292448
0.1564115	458.3145112
0.1565115	458.1324896
0.1565115	458.0007997
0.1566115	458.1180106
0.1567115	458.2117793
0.1568115	458.3875956
0.1568115	457.8325677
0.1569115	458.292448
0.1569115	457.9277153
0.1570115	457.7001883
0.1571115	457.9421943
0.1571115	458.0076945
0.1571115	458.1752371
0.1573115	458.1028421
0.1574115	458.1545528
0.1574115	458.0297577
0.1575115	458.2117793
0.1576115	458.26349
0.1576115	458.4462011
0.1577115	458.3731166
0.1578115	457.9642575
0.1579115	458.2269478
0.1580115	458.4096588
0.1581115	458.2269478
0.1581115	458.2855532
0.1582115	458.5123907
0.1582115	458.292448
0.1583115	458.0442367
0.1584115	458.0594052
0.1585115	458.4317221
0.1585115	458.4020746
0.1586115	458.1393844
0.1586115	458.4537853
0.1587115	458.2338425
0.1588115	458.4903275
0.1589115	458.2703848
0.1589115	458.6296016
0.1590115	458.3145112
0.1591115	458.4972223
0.1591115	458.5048065
0.1592115	458.2269478
0.1592115	457.9642575
0.1593115	458.1180106
0.1594115	458.0883632
0.1594115	458.1469686
0.1595115	457.9277153
0.1596115	458.1028421
0.1596115	458.3220954
0.1597115	458.0959474
0.1597115	458.1545528
0.1599115	458.4241378
0.1599115	458.2855532
0.1599115	458.1614476
0.1600115	458.1752371
0.1601115	458.0662999
0.1602115	458.0442367
0.1603115	458.2483215
0.1604115	458.292448
0.1605115	458.4096588
0.1605115	458.0442367
0.1606115	457.9346101
0.1607115	458.1180106
0.1608115	458.0738842
0.1608115	457.9642575
0.1609115	458.2559058
0.1610115	458.5923699
0.1610115	458.4241378
0.1611115	458.2193635
0.1612115	458.1897161
0.1613115	458.0152787
0.1614115	458.3510534
0.1614115	458.3731166
0.1615115	458.3000322
0.1617115	458.1897161
0.1617115	457.8691099
0.1617115	458.0738842
0.1618115	458.1469686
0.1619115	457.8394624
0.1619115	458.1469686
0.1619115	457.9711523
0.1620115	458.0297577
0.1621115	457.9711523
0.1622115	458.1545528
0.1623115	458.2048846
0.1623115	458.0076945
0.1623115	458.1324896
0.1624115	458.0518209
0.1624115	458.0442367
0.1625115	457.73742
0.1626115	458.0662999
0.1627115	458.0297577
0.1628115	457.9711523
0.1628115	457.8911731
0.1629115	457.9863208
0.1630115	458.0442367
0.1630115	457.9277153
0.1631115	457.9711523
0.1632115	458.0959474
0.1632115	457.9125468
0.1633115	458.0518209
0.1634115	458.0883632
0.1635115	458.0814684
0.1635115	457.9490891
0.1636115	457.9277153
0.1637115	458.2483215
0.1638115	458.3220954
0.1638115	458.26349
0.1639115	458.1828213
0.1640115	458.26349
0.1640115	457.9277153
0.1641115	458.0883632
0.1642115	458.1690318
0.1643115	458.0883632
0.1644115	457.8394624
0.1644115	458.0442367
0.1645115	458.2117793
0.1646115	458.1249054
0.1647115	458.1393844
0.1647115	458.3220954
0.1647115	458.2855532
0.1648115	457.9863208
0.1649115	458.0594052
0.1649115	458.2483215
0.1650115	458.0738842
0.1651115	458.1690318
0.1651115	458.1393844
0.1652115	458.0594052
0.1653115	457.9787365
0.1653115	458.0152787
0.1653115	458.1324896
0.1654115	458.022863
0.1655115	458.0738842
0.1656115	458.0076945
0.1657115	458.2269478
0.1657115	458.277969
0.1658115	458.3586376
0.1658115	458.5999541
0.1659115	458.4172431
0.1660115	458.1028421
0.1660115	458.1180106
0.1661115	458.5854752
0.1662115	458.1180106
0.1663115	458.2269478
0.1663115	458.2483215
0.1664115	458.2703848
0.1664115	458.1545528
0.1665115	458.1690318
0.1667115	458.4317221
0.1667115	458.26349
0.1668115	458.0814684
0.1669115	458.4462011
0.1669115	458.4682643
0.1670115	458.26349
0.1671115	458.4462011
0.1672115	458.8991866
0.1672115	458.5123907
0.1673115	458.6144331
0.1674115	458.5558277
0.1675115	458.7164755
0.1675115	458.4172431
0.1676115	458.5634119
0.1676115	458.4172431
0.1677115	458.5854752
0.1678115	458.1752371
0.1679115	458.4096588
0.1680115	458.9798553
0.1680115	458.4241378
0.1681115	458.804039
0.1681115	458.8116232
0.1682115	458.7378493
0.1683115	458.5854752
0.1684115	458.4096588
0.1685115	458.5558277
0.1685115	458.277969
0.1686115	458.4682643
0.1687115	458.7164755
0.1687115	458.4682643
0.1688115	458.3951799
0.1689115	458.2483215
0.1690115	458.8481654
0.1690115	458.5558277
0.1691115	458.3434692
0.1692115	458.5489329
0.1692115	458.9212498
0.1693115	458.3731166
0.1693115	458.5999541
0.1694115	458.7088913
0.1694115	458.1973003
0.1695115	458.2703848
0.1696115	458.5778909
0.1697115	458.804039
0.1697115	458.4903275
0.1698115	458.4903275
0.1699115	458.7964547
0.1699115	458.6296016
0.1700115	458.4972223
0.1701115	458.5413487
0.1701115	458.8481654
0.1702115	458.4241378
0.1702115	458.5337645
0.1703115	458.6578701
0.1704115	458.5634119
0.1705115	458.7530178
0.1706115	458.3951799
0.1706115	459.0674187
0.1707115	458.4682643
0.1708115	458.4972223
0.1709115	458.6440806
0.1710115	458.9067708
0.1711115	458.4020746
0.1711115	458.5268697
0.1712115	458.8991866
0.1713115	458.6647649
0.1713115	458.4972223
0.1714115	458.3807009
0.1715115	458.7088913
0.1716115	458.4682643
0.1717115	458.3807009
0.1717115	458.9281446
0.1718115	458.9433131
0.1719115	458.3365744
0.1720115	458.6440806
0.1720115	458.8481654
0.1721115	458.7309545
0.1722115	458.7964547
0.1723115	458.9943343
0.1723115	458.4020746
0.1724115	458.5413487
0.1724115	458.4606801
0.1725115	458.5558277
0.1726115	458.4241378
0.1727115	458.3807009
0.1728115	458.306927
0.1729115	458.5778909
0.1730115	458.4172431
0.1731115	458.306927
0.1731115	458.8405812
0.1731115	458.4758485
0.1732115	458.6075384
0.1733115	458.4317221
0.1733115	458.7164755
0.1734115	458.5123907
0.1734115	458.4317221
0.1735115	458.7454335
0.1736115	458.7088913
0.1737115	458.5999541
0.1737115	458.2703848
0.1738115	458.5634119
0.1738115	458.4537853
0.1739115	458.306927
0.1739115	458.4020746
0.1740115	458.5413487
0.1741115	458.1897161
0.1742115	458.2117793
0.1743115	458.5268697
0.1744115	458.3875956
0.1744115	458.1690318
0.1745115	458.3000322
0.1745115	458.4903275
0.1746115	458.4606801
0.1747115	458.4241378
0.1747115	458.5192855
0.1748115	458.4972223
0.1749115	458.4172431
0.1749115	458.2483215
0.1751115	458.3145112
0.1751115	458.0007997
0.1752115	458.1973003
0.1752115	458.5413487
0.1753115	458.3365744
0.1754115	458.1973003
0.1755115	458.2559058
0.1755115	458.5634119
0.1756115	458.3875956
0.1757115	458.3586376
0.1758115	458.5337645
0.1758115	458.3731166
0.1759115	458.2483215
0.1760115	458.3365744
0.1760115	458.5999541
0.1761115	458.3145112
0.1762115	458.0814684
0.1763115	458.0883632
0.1763115	458.4020746
0.1764115	457.9277153
0.1765115	458.0814684
0.1765115	458.6723491
0.1766115	458.6144331
0.1767115	458.2855532
0.1768115	458.5999541
0.1768115	458.7309545
0.1769115	458.4537853
0.1770115	458.5999541
0.1771115	458.6578701
0.1771115	458.6364964
0.1772115	458.4606801
0.1773115	458.3586376
0.1773115	458.4606801
0.1774115	458.3434692
0.1775115	458.2269478
0.1775115	458.292448
0.1776115	458.3655324
0.1777115	458.1545528
0.1777115	458.0594052
0.1778115	458.6296016
0.1779115	458.4241378
0.1779115	458.0007997
0.1780115	458.3731166
0.1781115	458.4462011
0.1782115	458.3951799
0.1782115	458.4020746
0.1783115	458.6144331
0.1784115	458.277969
0.1785115	458.1028421
0.1785115	458.2117793
0.1786115	458.5268697
0.1787115	458.4096588
0.1787115	458.0814684
0.1788115	458.4827433
0.1789115	458.3731166
0.1789115	458.0297577
0.1790115	458.3365744
0.1791115	458.6364964
0.1792115	458.4096588
0.1792115	458.0814684
0.1793115	458.6647649
0.1794115	458.6296016
0.1795115	458.3875956
0.1795115	458.4682643
0.1796115	458.6799333
0.1797115	458.3807009
0.1798115	458.4172431
0.1798115	458.4972223
0.1799115	458.5337645
0.1800115	458.1973003
0.1800115	457.9711523
0.1802115	458.5923699
0.1802115	458.6509754
0.1803115	458.4827433
0.1804115	458.6296016
0.1804115	458.6647649
0.1805115	458.4827433
0.1806115	458.292448
0.1807115	458.78956
0.1807115	458.7454335
0.1809115	458.4606801
0.1810115	458.6868281
0.1811115	459.0019185
0.1810115	458.5413487
0.1811115	458.3731166
0.1812115	458.4758485
0.1813115	458.5778909
0.1813115	458.4537853
0.1813115	458.4682643
0.1815115	458.804039
0.1816115	458.5634119
0.1816115	458.7013071
0.1817115	459.0529397
0.1817115	458.8991866
0.1817115	458.6944123
0.1818115	458.3731166
0.1819115	458.7088913
0.1820115	458.7013071
0.1821115	458.6578701
0.1822115	458.9653763
0.1822115	458.7964547
0.1823115	458.4758485
0.1823115	458.6868281
0.1824115	458.5558277
0.1824115	458.4537853
0.1825115	458.5709962
0.1826115	458.6723491
0.1827115	459.0750029
0.1827115	458.5709962
0.1828115	458.5999541
0.1828115	458.7964547
0.1829115	459.0163975
0.1829115	458.3951799
0.1831115	458.7013071
0.1832115	458.9433131
0.1832115	458.4317221
0.1833115	458.5709962
0.1834115	458.5634119
0.1835115	458.9357288
0.1835115	458.306927
0.1836115	458.5123907
0.1837115	458.7309545
0.1838115	458.6144331
0.1838115	458.3875956
0.1839115	458.9136656
0.1840115	459.0894819
0.1840115	458.3655324
0.1842115	458.5268697
0.1842115	459.1473979
0.1843115	459.0163975
0.1844115	458.4537853
0.1844115	458.7309545
0.1845115	459.1039609
0.1845115	458.6075384
0.1846115	458.4903275
0.1847115	458.5923699
0.1848115	458.6868281
0.1849115	458.3731166
0.1850115	458.5558277
0.1850115	458.8626444
0.1851115	458.5123907
0.1852115	458.2193635
0.1853115	458.8626444
0.1853115	458.8405812
0.1854115	458.2703848
0.1854115	458.5709962
0.1855115	458.7819757
0.1856115	458.804039
0.1856115	458.306927
0.1857115	458.4386168
0.1858115	458.292448
0.1859115	458.4682643
0.1859115	458.0442367
0.1860115	458.3510534
0.1860115	458.6364964
0.1860115	458.2269478
0.1861115	458.3807009
0.1861115	458.6144331
0.1862115	458.0007997
0.1863115	458.2414268
0.1865115	458.5778909
0.1865115	458.6296016
0.1866115	458.1393844
0.1866115	458.1897161
0.1868115	458.5337645
0.1869115	458.4020746
0.1869115	458.1545528
0.1870115	458.26349
0.1871115	458.3434692
0.1871115	458.1249054
0.1873115	458.2338425
0.1873115	458.2855532
0.1874115	458.4682643
0.1874115	458.1180106
0.1875115	458.3951799
0.1876115	458.4462011
0.1877115	458.037342
0.1878115	458.1897161
0.1878115	458.4537853
0.1879115	458.2703848
0.1880115	458.0442367
0.1881115	458.3289902
0.1882115	458.4020746
0.1883115	458.26349
0.1883115	458.3731166
0.1884115	458.2483215
0.1885115	458.1393844
0.1885115	458.0518209
0.1887115	458.1104264
0.1887115	458.2193635
0.1887115	458.1690318
0.1888115	458.1973003
0.1889115	458.1973003
0.1890115	458.3220954
0.1890115	458.0738842
0.1891115	458.3000322
0.1891115	458.4462011
0.1892115	458.2559058
0.1893115	458.1324896
0.1894115	458.1324896
0.1895115	458.2048846
0.1895115	457.9787365
0.1895115	457.5767722
0.1896115	458.0076945
0.1897115	457.9125468
0.1898115	457.751899
0.1899115	457.8325677
0.1899115	457.9863208
0.1900115	457.9056521
0.1900115	458.0076945
0.1901115	458.022863
0.1902115	457.6650251
0.1903115	457.6932936
0.1904115	458.1324896
0.1904115	457.9863208
0.1905115	457.8539414
0.1905115	457.9056521
0.1906115	457.9125468
0.1907115	457.9346101
0.1908115	457.9566733
0.1909115	457.8470467
0.1910115	457.8325677
0.1910115	457.8470467
0.1911115	457.7298358
0.1912115	457.6498566
0.1912115	457.9787365
0.1913115	457.8105044
0.1914115	457.9490891
0.1915115	458.0883632
0.1916115	458.0007997
0.1917115	457.8980679
0.1917115	457.8173992
0.1918115	457.7001883
0.1919115	457.5333352
0.1920115	457.8760046
0.1921115	457.9711523
0.1922115	458.0007997
0.1922115	457.6795041
0.1922115	457.4892088
0.1923115	457.8835889
0.1924115	457.4747298
0.1925115	457.4892088
0.1925115	457.7222515
0.1927115	458.1614476
0.1927115	457.7443148
0.1927115	457.780857
0.1928115	458.1324896
0.1929115	457.8325677
0.1929115	457.6719198
0.1929115	457.6574408
0.1930115	457.9787365
0.1931115	457.5622932
0.1932115	457.6795041
0.1932115	457.5622932
0.1933115	457.525751
0.1934115	457.2989135
0.1935115	457.1961816
0.1936115	457.4230191
0.1937115	457.4161243
0.1937115	457.3430399
0.1937115	457.525751
0.1938115	457.5333352
0.1939115	457.3795821
0.1940115	457.1237866
0.1940115	457.4009559
0.1940115	457.2106606
0.1941115	457.0727654
0.1942115	457.3719979
0.1943115	457.4009559
0.1944115	457.1093076
0.1944115	456.9555545
0.1946115	457.1679131
0.1946115	456.9265966
0.1947115	457.1389551
0.1947115	456.8900543
0.1949115	457.2913292
0.1949115	456.9410755
0.1950115	457.269266
0.1951115	457.3133924
0.1951115	457.3499347
0.1952115	456.9920968
0.1953115	456.9334913
0.1954115	457.3354557
0.1954115	456.985202
0.1955115	456.714238
0.1956115	457.1237866
0.1957115	457.1389551
0.1957115	456.5832376
0.1958115	456.6342588
0.1959115	456.9776178
0.1960115	456.7873225
0.1960115	456.6273641
0.1961115	456.4219003
0.1962115	456.7873225
0.1963115	456.6197799
0.1963115	456.3122737
0.1964115	456.7949067
0.1965115	456.9486598
0.1966115	456.5101532
0.1966115	456.6494273
0.1967115	456.743196
0.1968115	456.6928643
0.1969115	456.5466954
0.1969115	456.4805058
0.1970115	456.217126
0.1971115	456.0716467
0.1971115	456.1012941
0.1972115	456.1888575
0.1973115	456.2109208
0.1973115	455.9109988
0.1974115	456.0937099
0.1975115	456.1447311
0.1976115	455.8668724
0.1977115	455.9109988
0.1977115	455.9840832
0.1977115	456.0426887
0.1978115	455.7937879
0.1979115	455.7937879
0.1980115	456.0571677
0.1980115	455.8958303
0.1980115	455.6186611
0.1981115	455.5965979
0.1982115	455.8813514
0.1983115	455.6917455
0.1983115	455.5235135
0.1984115	455.6407243
0.1986115	455.479387
0.1986115	455.3332181
0.1987115	455.4283658
0.1988115	455.5676399
0.1989115	455.4428448
0.1989115	455.3994078
0.1990115	455.4283658
0.1991115	455.5600557
0.1992115	455.1367176
0.1993115	455.180844
0.1994115	455.2890917
0.1994115	455.0050277
0.1995115	454.683732
0.1996115	455.180844
0.1996115	455.0195067
0.1997115	454.7781902
0.1998115	454.8581694
0.1999115	454.9319433
0.2000115	455.0850069
0.2000115	454.7278585
0.2001115	455.0270909
0.2002115	454.8733378
0.2003115	454.8436904
0.2004115	454.8657536
0.2004115	454.9609013
0.2005115	454.6106476
0.2006115	454.5741054
0.2007115	454.5665211
0.2008115	454.8436904
0.2008115	454.5375632
0.2009115	454.4051838
0.2010115	454.4348313
0.2010115	454.3686416
0.2011115	454.2528097
0.2011115	454.3320994
0.2013115	454.5299789
0.2013115	454.4348313
0.2014115	454.1500778
0.2014115	454.4568945
0.2015115	454.2086832
0.2016115	454.2810782
0.2016115	454.1135356
0.2017115	454.259015
0.2018115	453.9597825
0.2019115	453.8060294
0.2020115	454.0769934
0.2020115	453.66055
0.2021115	453.6536553
0.2022115	453.6970922
0.2022115	453.7412187
0.2023115	453.7046765
0.2024115	453.4047545
0.2025115	453.8136136
0.2025115	453.66055
0.2026115	453.4337125
0.2027115	453.5364444
0.2028115	453.7046765
0.2028115	453.4116493
0.2029115	453.6164236
0.2030115	453.4116493
0.2030115	453.5212759
0.2031115	453.477839
0.2032115	453.1200011
0.2033115	453.1710223
0.2034115	453.2441067
0.2035115	453.1786065
0.2035115	453.0613956
0.2035115	453.1200011
0.2037115	453.1124168
0.2038115	453.0903536
0.2039115	453.1420643
0.2039115	453.0682904
0.2040115	453.0317482
0.2041115	452.7697474
0.2041115	453.0103744
0.2042115	452.7621632
0.2043115	452.9000583
0.2045115	452.7697474
0.2045115	452.7980159
0.2046115	452.7621632
0.2046115	452.425699
0.2048115	452.6959735
0.2048115	452.4767202
0.2048115	452.4987834
0.2049115	452.1630088
0.2050115	452.3298619
0.2051115	452.4622412
0.2052115	452.5422204
0.2052115	452.5573889
0.2053115	452.5573889
0.2053115	452.2285089
0.2054115	452.2285089
0.2055115	452.3595093
0.2055115	452.1554245
0.2056115	451.9354818
0.2056115	452.1774877
0.2057115	452.2946986
0.2058115	451.7686286
0.2059115	451.6369388
0.2060115	451.68796
0.2060115	451.9506502
0.2060115	451.5707491
0.2061115	451.4976647
0.2062115	451.914108
0.2063115	451.2935799
0.2064115	451.4535382
0.2065115	451.8699816
0.2066115	451.4094118
0.2066115	451.3439116
0.2067115	451.16189
0.2067115	451.3728696
0.2068115	451.3004746
0.2069115	450.9274682
0.2069115	451.0302001
0.2070115	450.7895731
0.2070115	450.8330101
0.2071115	450.8040521
0.2072115	450.7089044
0.2073115	451.0446791
0.2074115	450.6571938
0.2075115	450.7744046
0.2075115	451.0667423
0.2076115	450.5772146
0.2077115	450.5841093
0.2078115	450.4820669
0.2079115	450.5041302
0.2079115	450.3572718
0.2080115	450.393814
0.2081115	450.4889617
0.2082115	450.3717508
0.2083115	450.379335
0.2083115	450.2048977
0.2084115	450.2848769
0.2085115	450.0070182
0.2086115	449.8249966
0.2086115	449.9484127
0.2087115	449.7663911
0.2088115	449.6712435
0.2089115	449.641596
0.2090115	449.7443279
0.2090115	449.3926953
0.2091115	449.5030114
0.2092115	449.4147585
0.2092115	449.3926953
0.2093115	449.3926953
0.2093115	449.3782163
0.2095115	449.4078637
0.2095115	449.0865681
0.2096115	449.0865681
0.2097115	449.1741315
0.2098115	449.0424416
0.2099115	448.7652724
0.2099115	448.6480615
0.2100115	448.7728566
0.2101115	448.8238778
0.2102115	448.3915765
0.2102115	448.319871
0.2103115	448.6777089
0.2104115	447.9682384
0.2104115	448.1585337
0.2105115	448.2171392
0.2106115	448.0558018
0.2106115	447.8889487
0.2107115	448.0192596
0.2108115	448.2171392
0.2109115	447.5007739
0.2109115	447.4711264
0.2110115	447.2891048
0.2110115	447.3477103
0.2111115	446.88783
0.2112115	447.1063938
0.2113115	447.2746258
0.2114115	447.1063938
0.2114115	446.88783
0.2115115	447.0112461
0.2115115	447.0402041
0.2116115	446.6754714
0.2117115	446.8361193
0.2118115	446.9526407
0.2118115	446.3321125
0.2119115	446.2080069
0.2120115	446.5072394
0.2121115	446.2445491
0.2122115	445.9301482
0.2123115	445.7253739
0.2124115	445.9591062
0.2125115	445.6964159
0.2126115	445.2503251
0.2126115	445.3309938
0.2127115	445.4482046
0.2128115	445.053135
0.210076	448.193697
0.210076	448.1219915
0.210176	448.4798294
0.210276	447.7703589
0.210276	447.9606542
0.210376	448.0192596
0.210476	447.8579223
0.210476	447.6910692
0.210576	447.8213801
0.210676	448.0192596
0.210776	447.3028943
0.210776	447.2732469
0.210876	447.0912253
0.210876	447.1498307
0.210976	446.6899504
0.211076	446.9085142
0.211176	447.0767463
0.211276	446.9085142
0.211276	446.6899504
0.211376	446.8133666
0.211376	446.8423246
0.211476	446.4775919
0.211576	446.6382397
0.211676	446.7547611
0.211676	446.134233
0.211776	446.0101274
0.211876	446.3093598
0.211976	446.0466696
0.212076	445.7322686
0.212176	445.5274943
0.212276	445.7612266
0.212376	445.4985364
0.212476	445.0524456
0.212476	445.1331142
0.212576	445.2503251
0.212676	444.8552555
0.213000	445.5881682
